,Beer,Combined_Rating,Review
2417,§ucaba,4.94,"2018 Sucaba, enjoyed November, 2021.

Rich, warm, intense cola brown in the glass. Light aroma, with toasted coconut standing out. Thick, almost excessively so, with a long finish. There’s a hint of hops on the end, sticky and sharp."
2418,§ucaba,4.23,
2419,§ucaba,4.54,"No head, hazy caramel brown body. Smell is rich— bourbon whisky dominates, with caramel malt, figs, tobacco, and a healthy rye spice. Taste is more subtle than expected. Figs, brown sugar, whisky, cherry, just a hint of coconut, vanilla, and lots of rye spice. Smooth drinking. Nice alcohol warmth. Not as overpowering as expected, which is good. It has balance, and plenty of going on. What an amazing sipper. If I had a cellar, I’d jump on another bottle."
2420,Prima Pils,5.0,
2421,Prima Pils,3.72,
2422,Prima Pils,4.38,"I like a pilsner with a little funk, that taste of the cellar or cave and Prima has a little funk. It also has a slight skunkyness which I am less enamored with. But the slight skunkyness is dissolved by the hoppy bite at the end. All in all one of the best pilsners I've had. and one of my favorite brews."
2423,Prima Pils,4.16,"This is generally considered an American classic take on German pilsner, and there's a darn good reason for it.

There's a wonderful hoppy bite, but it carries the almost spicy neutrality of Noble hops, not the over the top citrus or tropical fruit of New World varietals. It's hoppy and bitter, but it's by no means an IPL. Drinks crisp and clean, with a bready, grainy deliver of the malt bill. Fairly dry finish.

It's also less complex than the best pilsners, but at the same time, it's not exactly a low volume boutique offering. Getting this kind of quality from a readily available six pack is, frankly, pretty impressive."
2424,Prima Pils,4.02,"The second time I’ve had this so time to review. Pours a golden orange with good head. Smells a little funky, skunky, and sweet. Tastes like citrus, a little spicy, grassy, a little skunky but it’s a good skunk, and a nice bitterness from the german hops. A good pilsner and a refreshing beer, cheers!"
2425,Prima Pils,3.7,
2426,Prima Pils,3.85,
2427,Prima Pils,4.0,
2428,Prima Pils,3.5,
2429,Prima Pils,6.29,
2430,Prima Pils,3.75,
2431,Prima Pils,4.22,"From a tap, it was delivered inside a clear pint glass. There's some pleasant white head, with bright amber colored and nearly translucent liquid beneath. Typical Pilsner hops and malting hit the nose. Like many of its style brewed in Pennsylvania, this is an outstanding one. With a body that's supple, yet both smooth and light, it carries the taste near perfectly. There's just enough bitterness to the hops, as it should be. The finish carries that, as it becomes dry. Not much to witness when looking for glass lacing, but that's not why people drink beer. It may not be the best Pilsner brewed in this Commonwealth, but it's better than most made in America."
2432,Prima Pils,4.08,"Best by 7/2023

Appearance: Pours a completely clear, medium golden color with a moderate white head that laces. SRM of 7. (4.00)

Aroma: Strong aromas of floral and lemon citrus hops, some yeast with a slight Belgian spices of lemon and juicyfruit. (4.00)

Flavor: Strong flavors of floral and grassy hops. Bitter off the front followed by some Belgian yeast and some lemon citrus. Pale malts then with a smooth finish bitter finish. (4.00)

Feel: Medium bodied, strong carnation, grainy bitter and clean. (4.25)

Compared to Fair State Pils 5/2023: Pours darker, milder head. Stronger aromas. More yeast and Belgian spices of lemon and juicyfruit. Less bitter flower. Dryer and cleaner.

Overall: A very nice drinking German Pilsner here. Strong floral and bitter hops also with a strong yeast presence that gives hints of juicyfruit. Dry, bitter, yeasty, and clean. Seems like it blends a German Pils, kellerbier, with a touch of goodness from Golden Monkey. It's complex and drinks well. (Rating: 4.08)"
2433,Prima Pils,4.04,
2434,Prima Pils,3.95,
2435,Prima Pils,4.16,
2436,Prima Pils,4.0,
2437,Prima Pils,3.7,
2438,Prima Pils,4.3,On draft at trident
2439,Prima Pils,4.14,
2440,Finestkind IPA,4.38,"poured from 12 oz can into pint glass. Thin white head drops quickly, mild lacing, slightly hazy orange color, abundant carbonation. Aroma is pine dominate with definite malts as well. Mouthfeel is medium. Flavors: pine, orange peel, grapefruit, bread dough. The 6.9% is hardly noticeable (i.e. no strong alchohol burn). Overall: an American IPA as they once were. Good to enjoy an IPA that actually fits the style."
2441,Finestkind IPA,3.92,It's good. One of the few old school IPA choices amidst all the hazy juicy brews.
2442,Finestkind IPA,4.24,clear brite yellow with thick head great smell of hops refreshing hop taste in every sip
2443,Finestkind IPA,4.19,
2444,Finestkind IPA,4.03,"Light amber with slight chill haze, off-white head, good retention, rings of lace
Aromas of grapefruit, pine, and caramel malt
Citrus, pine, and caramel malt flavor. Slightly sweet, nice lingering bitterness
Medium bodied, slightly sticky, appropriately carbonated
A real throwback. West coast IPA brewed for folks used to the old school east coast IPA."
2445,Finestkind IPA,2.11,Meh.
2446,Finestkind IPA,4.19,Bronze in color with a slight head that gave way to lacing. Nose is piney. Taste is slightly smokey with a big bitter smash. Could use a little more ABV. Very well done IPA.
2447,Finestkind IPA,3.76,"From a 12oz bottle dated 9/15/22 into a pint glass.

Pours a ever-so-slightly hazy yellowish orange with about one finger of white head. Meh retention. Light lacing.

Smell is interesting...light citrus, mainly oranges. Bready smell as well. Maybe mild cornbread.

Taste is a nice balance of hops and malts. Pine/resin with some bready backbone.

Slightly sticky mouthfeel. Very easy drinking. Light bitter aftertaste. Low carbonation.

Good old-school IPA that trends on the malty side."
2448,Finestkind IPA,4.19,
2449,Finestkind IPA,3.0,Pours a clear gold. Thin foam. Soapy aroma. Bitter hop body. A little skunky. Not really as good as it should be. Pretty one sided.
2450,Finestkind IPA,4.53,"It's the Thing...! Bravo!!!
Beware of the batch: 4/21/2022 4019:21 I had a 12 ounce 6-pack
It's totally over carbonated; 1/3 of EVERY can is foam whenever you open it. Bad luck this time :("
2451,Finestkind IPA,4.1,
2452,Finestkind IPA,4.25,
2453,Finestkind IPA,3.91,
2454,Finestkind IPA,4.25,
2455,Finestkind IPA,3.5,
2456,Finestkind IPA,7.21,
2457,Finestkind IPA,4.04,"A long time favorite. Ranks behind Bells 2 Hearted & Torpedo. Crisp, clean, balanced. Pine. Pleasant bitterness. Purchased at Total Milford."
2458,Finestkind IPA,4.22,Very nice IPA with a nice maltiness and a nice hops bite without being bitter. I highly advise IPA lovers to check this one out.
2459,Finestkind IPA,4.07,
2460,Newcastle Brown Ale,5.0,
2461,Newcastle Brown Ale,9.0,
2462,Newcastle Brown Ale,2.74,
2463,Newcastle Brown Ale,3.75,
2464,Newcastle Brown Ale,3.87,
2465,Newcastle Brown Ale,3.75,
2466,Newcastle Brown Ale,3.79,"Heineken 'Newcastle Brown' @ 4.7% , served from a 6pack of 330 ml bottle's 
A-pour is a light brown from the bottle to a dark brown/amber in the glass with a medium size light creamy tan head leaving a fine spotty lace ring along the pint
S-roasted nuts
T-caramel malt , bit of a watery finish
MF-ok carbonation , medium body , kinda filling
Ov-not a great pub beer , but I could see myself drinking some playing darts or billiards
prost LampertLand"
2467,Newcastle Brown Ale,3.94,
2468,Newcastle Brown Ale,3.59,
2469,Newcastle Brown Ale,3.48,
2470,Newcastle Brown Ale,4.22,"poured from a 12oz bottle into a FFF pint glass. pours brown with ruby red edges and a khaki colored foam head. heavy malt on the nose and taste. nutty with a slight hint caramel. easy drinking with a full mouthfeel. haven’t had one of these in years and while this bottle was brewed by Lagunitas, it still reminded me of the old bottles i used to consume as an early twenty something kid."
2471,Newcastle Brown Ale,3.5,
2472,Newcastle Brown Ale,3.54,
2473,Newcastle Brown Ale,5.0,
2474,Newcastle Brown Ale,3.03,
2475,Newcastle Brown Ale,3.81,"Look: Brown on the pour which yields an off-white to beige head that builds and quickly settles to a film, leaving spotty lacing behind
Aroma: Caramel, toffee, warm brown bread, piloncillo, light roasted tree nuts, and wafts of earthy notes
Taste: Starts out with subtle bready malt notes along with the bread, layers of sweetness trickle in with caramel and piloncillo being the dominate two. Closes with bread and earthy notes
Mouthfeel: Full, clean, medium-high carbonation, soft, and smooth and fairly soft on the finish
Overall: This is good stuff. A classic OG and the first “big, bold, and flavorful” microbrew I tried besides the few AAL’s I had had at that point in my beer journey, almost 18 years ago and still a good one. Good malty, nutty, and sweet flavors in good combination with enough earthy hop presence to not come across as sweet. Fun to revisit and recommended if for some reason, you have never had it"
2476,Newcastle Brown Ale,4.0,
2477,Newcastle Brown Ale,3.92,I miss the old clear bottles with & it being brewed in England. I believe it's made in Colorado now. Still a decent little brown ale. Nothing special.
2478,Newcastle Brown Ale,3.64,"Pours a dark shade of brown, crystal clear, light brown dense and creamy head; retention in form a thick uniform film; moderate initial lacing. 

Nose is caramel malty sweetness, weak watered down coffee, some darkened toast, and damp woodsy smell. 

Taste is malty sweet, a dark toffee like taste, weak earthy coffee, with minor generic hop note on the finish. 

Body is light but slightly sweet and syrupy to me, smooth though with a low but noticeable bitterness on the finish. 

I liked the flavors of this beer a lot but it was just a little overly syrupy on the tongue to me."
2479,Newcastle Brown Ale,3.53,
2480,Péché Mortel,4.27,"Understated, smooth, a bit of chocolate and char roast malts, coffee, very well rounded and tastes great without a bunch of adjuncts."
2481,Péché Mortel,3.49,"11.5oz bottle purchased at Community Pint, in Spokane, WA. According to the stamp on the rear level, this was bottled on February 23, 2022. Different label than what is shown here.

Poured into a snifter, this was the color of darkest night, with a thin tan head that did not stick around for very long.

Nose was initially of coffee and molasses. As it warmed, there was an aroma similar to cinnamon that stepped up to the plate.

Very understated. Vaguely coffeeish and cinnamon flavor, but the coffee was really quite muted. Apart from that, just a vaguely roasty malt flavor was present. Bitter coffee flavor at the swallow.

Fairly light bodied for an imperial stout. Kinda watery, really.

I'm not a fan. Maybe this is too old, maybe it was abused by whatever distributor brought it to Community Pint (I'm familiar enough with them to know they store beer well), but I also recall the two other beers I've had from Dieu du Ciel also turned out similarly when I got a chance to try them. Maybe I'm just not on their wavelength, or they're not on mine. I think I'm done trying their beers, short of actually going to Montreal and trying them at the source. Disappointing."
2482,Péché Mortel,4.21,"Finally got to try this top ranked beer in Canada. Does it live up to it’s rep. Lets find out.the pour is indeed thick and black with a coffee collar that stayed for a bit. Nose is coffee roasted goodness with chocolate underlay. Taste is similar with roasted coffee upfront and boozy finish. Feel is light surprisingly, not as much body as I was expecting. Look, it’s good but do think some brewers in Canada have come up with comparables. Rorshach comes to mind as does flying monkeys attempts and third moon. This one has been around for ages and so its reputation has built, but I do feel Ontario can now match it’s prowess."
2483,Péché Mortel,4.33,"One year old. Can to snifter.

L: Pours pitch black with a light brown head that leaves a bit of lacing. A couple of very fine floaters visible.

S: Coffee, cocoa, dark chocolate and vanilla. Dark and smoky with some sweet hints.

T: Dark and malty with notes of coffee and dark chocolate complemented by some smoky hints. Minimal sweetness. Very bitter.

F: Smooth and creamy on the one side. Rather light bodied and drinkable on the other side. Medium carbonation.

O: Very good no-bullshit coffee stout with a classic flavor profile. Drinks very smoothly, but could be a bit thicker. Works great, even without any barrel aging."
2484,Péché Mortel,4.69,
2485,Péché Mortel,4.35,"Pours a dark brown/black with a 1F tan head and moderate lacing.

Smells of coffee, chocolate and caramel.

Tastes of toasted malt, dark chocolate, mildly bitter coffee , caramel and vanilla with a mildly bitter boozy warm finish.

Medium heavy body with light carbonation. Lush syrupy mouthfeel.

This is a well made, very strong and complex sipper. It's at its most bitter just out of the refrigerator and gets sweeter and mellower as it warms."
2486,Péché Mortel,4.34,Bottled on 2016-01-11 12:14LOT114
2487,Péché Mortel,3.98,"11.5oz can received as a gift from a friend. Batch number 69. I emailed the brewery to ask when this was bottled. They said approximately 2013-10-17, so this beer is almost 9 1/2 years old! Interesting and surprising fact - this is a screw-off bottle cap!

Look: This beer is quite dark (black with brown highlights) but doesn't appear to be so thick. There is a very thin tan-colored head around the rim of the glass.

Smell: Nice roasted malt, coffee, and chocolate aromas. A bit of fruitiness and lots of booze. Slightly reminiscent of chocolate covered cherry cordials.

Taste: It's tasty. For me, this has the right amount of sweetness and bitterness. Up front, it's very roasty and a bit fruity, somewhat sweet. The finish is initially mildly sweet, and then gradually shifts to a full-on bitter, chocolatey and coffee-laden finish.

Feel: It's on the thin side for an Imperial Stout, I would call this medium bodied or perhaps medium plus. Appropriately carbonated - not too much carbonation and not too little either. As I take my time to sip on this, it's not nearly as enjoyable as it loses its carbonation.

Overall: It's a very solid coffee Imperial Stout. I had this beer once before either at a bottle share or at home over 15 years ago. I remember being extremely impressed with it then. I'm not so taken with this beer now. I'm not sure if it's because this bottle has a lot of age on it, or because the bar has been raised for coffee stouts and craft beer in general over time. I think that this is not getting a fair shake due to age. Either way, this aged bottle is good (not amazing in my opinion). Then again, my review needs to be taken in consideration given that this bottle is old and that a fresh bottle will undoubtedly taste different and probably a lot better."
2488,Péché Mortel,4.44,"11.5oz bottle
Bottled Date: 2021-08-12
Consumed on: 17 Feb, 2023
Glass: Snifter
ABV: 9.5 %
Serving Temp: room temp


Look: 
Thick black with a 1-finger creamy light brown head. The head is slow to dissipate and leaves awesome lacing along the glass.

Smell: 
Lightly sweetened medium to light roast coffee. Bittersweet chocolate. Notes of vanilla and a touch of oak. The vanilla makes the brew smell like it has some cream or more accurately creamer (good creamer) in it. A faint wisp of smoke can be detected if one tries.

Taste: 
Wonderfully balanced sweetened medium-roast coffee with a touch of cream and bittersweet chocolate. A nice earthy bitterness is present but is part of the coffee and does not overwhelm. The sip finishes spicy, a bit bitter, but also a touch sweet. Smokiness shows up in the aftertaste.

Feel: 
Smooth and viscous. Some late warmth from the alcohol. The body is medium with a step to the thin side.

Overall: 
An excellent Imperial Coffee Stout. Nicely complex, very tasty, and surprisingly drinkable. The only knock to the brew is its thinner-than-expected body. But that's my issue, not the beer's.

If you like coffee and/or coffee stouts, pick this up and give it a try."
2489,Péché Mortel,4.35,
2490,Péché Mortel,5.0,"To be fair I’ve been drinking Peche Mortel for about 12 years. Over the years I’ve had some great beers but this is the only one I’m willing to buy online to make sure I have it readily in stock. 
It pours nearly black with a half finger of creamy, hazelnut-colored head.
The smell let’s you know what kind of a ride you are about to enjoy. A punch of roasted coffee comes first, followed by dark chocolate, dark fruits, leather and tobacco smoke.
The taste follows the nose with each aspect getting to shine as the beer warms. Coffee roast, dark chocolate are front and center with some subtle dark fruitiness giving way to a leather and ash finish. All are well balanced. 
The mouthfeel is creamy with a moderate carbonation but isn't overly boozy for 9.5% ABV.
To this day the best beer I’ve ever had."
2491,Péché Mortel,4.2,"11.5oz bottle into a pint glass. Bottled 3/2015, so 7 years old.

Black body, small tan head doesn't last long but leaves a light spider's web of lacing.

Aroma is nicely of coffee.

On tasting, strong coffee flavor, smooth, lightly sweet, some warmth from the abv.

Mouth above medium, finish coffee with a faint roasted malt.

Overall, impressed that 7 years in the bottle doesn't diminish the coffee. Unless a fresh one is an outright coffee bomb."
2492,Péché Mortel,3.99,"2015 vintage; growler into pint glass. Pours essentially black with no head. Initial impression is roasted malts, dark choclate, and coffee grounds. Mouthfeel is medium - thinner than I like for a Stout. Finish fades to a smokycoffee bitterness. Overall, an interesting and true-to-style Imperial Stout."
2493,Péché Mortel,4.0,
2494,Péché Mortel,4.5,"Solid black appearance with a thin tan head.
Has light carbonation thick heavy feel to the body.
Aroma is a deep rich smokey,char, dark bakers chocolate, coffee grinds.
Taste has a harsh but pleasant coffee bitterness, dry dark chocolate, roasted malt with some smokey wood.
Overall an excellent beer"
2495,Péché Mortel,3.5,light stout slightly creamy but nothing else
2496,Péché Mortel,3.75,"Poured nicely. 
Very noticeable coffee smell. 
Too much. Doesn't taste like beer with coffee, tastes like coffee with carbonation. Overpowering. 
Not to my liking."
2497,Péché Mortel,4.44,"A magnificent stout with a bold in-your-face roasted coffee flavor. Poured from a twelve ounce bottle dated 2019.

Body poured bible black with initial head that receded to a thin ring around the edge during the tasting.

The nose is roasted coffee with chocolate flavor expressed from the malts. Very pleasing.

The body follows the nose but adds a significant bitterness. Chocolate malts and char arrive with the bitterness than all fade to a dry finish.

Mouthfeel is good though a bit thin for my expectations of a stout of high ABV. The powerful flavor more than compensates.

Coffee fans must track this beer down. You'll thank me later."
2498,Péché Mortel,4.19,"Pours black. Aroma is best feature of this beer. Incredibly intense coffee aroma with equally intense dark chocolate & roasty, smokey char. Taste doesn't match aroma. Tastes like I'm drinking strong coffee. That's it. Mouthfeel is way too thin for me."
2499,Péché Mortel,4.44,"Drinking this fucker walking through Modern Day McArthur Park..if you know you know . It's like the 90s all over again here

Dieu De Ciel - Peche Mortel
Imperial Stout with Coffee.
No bottle date
Not a fan of their label rework at all but it's what's inside that counts right

Drinking it out the bottle so forgive my notes.
Nose is alll roasted coffee goodness, cacao nibs, semi sweet chocolate and dark malts. A bit on the sweeter side .
As with all well made stouts taste follows nose with that big robust coffee flavor , semivsweet chocolate, cacao, dark fruit and big dark malt flavor that adds some sweetness (coffee balances this well cuz its not overpowering sweetness at all, very mild) .

Look: don't know.

Feel: as expected from non ba coffee stout. Lingers on the palate for a while and gives your teeth that 'drinking coffee' dry feel.

Overall : enjoyable no bullshit Coffee Stout.
Thanks @micada"""
2500,Choklat,5.0,
2501,Choklat,4.51,
2502,Choklat,4.24,
2503,Choklat,5.0,
2504,Choklat,4.05,"650 ml bottle, courtesy of Cardinal Pub & Bar, Stavanger. ABV is 11.0%. Pitch black colour, moderate creamy tan head. Intense aroma of cocoa / chocolate. The flavour has also loads of chocolate and cocoa, but the sweetness is not too extreme. Also some roasted coffee notes. A moderate hoppy bitterness in the finish (Chinook and Willamette) balances some of the chocolate sweetness. Very drinkable for an 11% beer. I had no problem finishing the bottle - but if you hate chocolate, this is clearly not a beer for you."
2505,Choklat,4.27,
2506,Choklat,4.16,
2507,Choklat,4.44,"I've had many opportunities to drink Choklat Oranj and really liked it. Had this one for a few years and thought a snowy Christmas would be a good time to drink it. Really hits the spot. I guess it could be a dessert beer but when its freezing outside and the snow is blowing it'll do. Looks like motor oil with very little head. Just like an imperial stout should. With my diminished sense of smell I get chocolate (imagine that) and malt. Can't decide if its milk chocolate, bittersweet or what but definitely chocolate. Taste is the star here. Chocolate of course but I don't think its too sweet. Nice clean finish I could drink it for dessert but it's fine in front of the fire in the dead of winter. Mouthfeel is almost perfect. Slightly thick, smooth as silk and just about right. Overall, a really good imperial stout. Unfortunately it doesn't seem to be available any longer but should it pop up again i'm definitely getting another bottle or two"
2508,Choklat,4.33,
2509,Choklat,4.19,
2510,Choklat,4.5,
2511,Choklat,4.0,
2512,Choklat,4.0,
2513,Choklat,4.25,
2514,Choklat,4.28,
2515,Choklat,3.99,
2516,Choklat,4.49,
2517,Choklat,3.95,
2518,Choklat,4.25,"22oz bottle. No dating information found.
Black colored body, with ruby back lit highlights. Two fingers of tan head settles back to bubbly cap. Leaves very little lacing.
Aroma is similar to a chocolate malt. Smells very sweet.
Taste is sweet but also bittersweet, and with a little smoky char. Displays many types of chocolate, from sweet milk chocolate to bitter dark chocolate. Roasted malts are there for support.
Mouth feel is about medium, but the texture is more rich and with slight syrup. Good carbonation.
This is a beer made to display many forms and textures of chocolate, fudge to syrup to milk chocolate balls to bittersweet. Ultimately sweet and best suited for a dessert experience."
2519,Choklat,3.98,
2520,Red's Rye IPA,4.14,
2521,Red's Rye IPA,4.58,
2522,Red's Rye IPA,4.38,
2523,Red's Rye IPA,4.18,"On tap at founders

Pours an amber red with a one finger foamy white head. Smells of Caramel and biscuity malt, peppery rye, pine and citrus peel. Malty up front with caramel Notre, mid palate gives citrus zest and pine resin. The finish gives some malty sweetness with a citrus linger. Medium body with moderate carbonation, foamy mouthfeel and finish"
2524,Red's Rye IPA,4.11,
2525,Red's Rye IPA,4.0,
2526,Red's Rye IPA,4.21,
2527,Red's Rye IPA,4.57,"Astounded that I have not reviewed this yet. It is the single beer that I have never fell out of favor with. Others come and go as tastes change but this one always hits the sweet spot for me.
Pours a lovely burnished red and sports a manilla colored head for a little while.
The aroma is hoppy and malty and just an ideal combination of these.
The taste is where this really shines. Crisp is the word- such a balanced layering of flavors from spices to caramel to citrus and a refreshing bitterness to finish the sip. 
The feel is ideal for the style, I am not sure it can be improved.
OA, it’s always on draft around W Michigan which is good as they seldom bottle or can it as it looses flavor quickly. Or so they say. I’d rather drink an older container of this than not drink it at all.
Really good beer!"
2528,Red's Rye IPA,4.04,"Pretty good rye IPA. Dark amber color with ample white head. Rye flavored IPA with nice flavor profile and few off-putting flavors. Overall eminently drinkable—not too bitter for an IPA, not too sweet. Well rounded and well crafted."
2529,Red's Rye IPA,4.42,
2530,Red's Rye IPA,4.25,
2531,Red's Rye IPA,3.0,
2532,Red's Rye IPA,5.0,Best beer I've ever had!
2533,Red's Rye IPA,4.35,
2534,Red's Rye IPA,4.0,
2535,Red's Rye IPA,3.75,"355 ml bottle, courtesy of Cardinal Pub & Bar, Stavanger. ABV is 6.6%, 70 IBUs. Reddish brown colour, big and lasting off-white head. Nice aroma of floral and citrussy hops (dry hopped with Amarillo), also sweetish notes of caramel and orange marmalade. The flavour has also notes of orange marmalade and caramel malts, but is not extremely sweet. There is a distinct hoppy bitterness towards the end, with grapefruity and resinous notes, lasting through the long aftertaste. Good stuff."
2536,Red's Rye IPA,4.0,
2537,Red's Rye IPA,4.0,
2538,Red's Rye IPA,4.18,
2539,Red's Rye IPA,4.06,
2540,Ruthless Rye IPA,5.18,
2541,Ruthless Rye IPA,3.81,
2542,Ruthless Rye IPA,4.09,
2543,Ruthless Rye IPA,3.94,"12oz bottle poured into a teku glass. Looks copper colored in the body with an off white head that sticks around a bit. Not a perfectly clear beer but looks still in the glass as far as carbonation. Smell is brown bread, grain, slight citrus from the hops. Taste is pretty well balanced. You get the dark bread, pepper, spiciness from the malt coupled nicely with the grapefruit, lemon, pine from the hops. These flavors seem to be well balanced with none really dominating. Feel is medium bodied with low level carbonation. Beer seems to linger a bit on the tongue. Overall, I remember this beer very differently from before. This is a very pleasant drink as it is substantial, balanced, and very good. A bit different, obviously, due to the rye. I enjoyed it."
2544,Ruthless Rye IPA,3.77,
2545,Ruthless Rye IPA,3.74,
2546,Ruthless Rye IPA,3.88,
2547,Ruthless Rye IPA,4.71,"It’s worth shelling out for the Fan Favorites dozen to get three bottles of this gem. Easily the best rye IPA I’ve come across.
Please bring this back as a year round staple"
2548,Ruthless Rye IPA,3.85,"Poured from a 12 oz bottle dated 4/13/23 into a Willi Becher pint glass.
L - Pours a clear dark amber color with a white head.
S - Smells malty.
T - Tastes citrusy, malty and bitter.
F - Medium body and carbonation.
O - Kind of a malty, hoppy IPA."
2549,Ruthless Rye IPA,4.02,
2550,Ruthless Rye IPA,3.68,"Ruthless Rye IPA

Sierra Nevada Brewing Co.

IPA-Rye

A malty, brown sugar and earthy rye aroma. Malt hefty with a nice earthy, rye, dryness, and burnt caramel style sweetness in the finish. Smooth mostly with a slightly dry feel. Rye is a favorite adjunct within a classic, malt heavy American IPA style."
2551,Ruthless Rye IPA,6.02,
2552,Ruthless Rye IPA,4.0,
2553,Ruthless Rye IPA,4.58,"Phenomenal beer. I'm sure the only reason I love it so much is because the rye flavor is rare. Strange black-pepper musk, in smell and flavor, overall a hyper-exaggerated wheat ale. If you took the wheat flavor of a red/brown-colored/rich ale, and gave it steroids, you'd get this beer. (sidenote: I'm seeing if this posts, forgot to click submit and woke up next day to do so, and said error no sign in even though I was.)"
2554,Ruthless Rye IPA,4.24,"From a 12oz bottle dated 4/13/23 into a pint glass.

Pours a translucent copper color with about a finger and a half of slightly off-white head.

Smells of spicy pine and a bit of earth and freshly cut grass.

Nice spicy (rye) kick to the piney bitterness in the taste.

Medium to full-bodied sticky mouthfeel. Bitter aftertaste. Medium carbonation.

Haven't had a ton of rye IPAs but this one is pleasant enough."
2555,Ruthless Rye IPA,3.83,"Poured from 12-ounce bottle into a tulip style glass. This is one beautiful pour: clear amber color, with orange highlights and a thick white head. Good retention, lots of pretty curtain lacing. Brewer's notes are spot-on. Citrusy and herbal aromas, with a floral overtone. These carry over to the palate, with a strong caramel malt backbone and a spicy note and lots of bitterness lingering on the finish. Much better drinking after it warms from fridge temperature for a few minutes. Overall, an excellent beer."
2556,Ruthless Rye IPA,2.93,
2557,Ruthless Rye IPA,3.9,
2558,Ruthless Rye IPA,4.0,
2559,Ruthless Rye IPA,4.63,"Pours copper like brown, great clarity, slight off-white head builds quickly and sustains for quite some time; collapses into a fat cohesive head that leaves some substantial lacing.

The nose is so vibrant and lively; spicy wood, cedar like, zesty character, sappy orange citrus, some vague and light floral character.

Taste is very rye forward and carries some toasted grain character, rustic tasting in nature, caramelized maltiness, pine needles and orange citrus rind; black pepper bite on the finish.

Medium light body, classic smooth creamy SN carbonation, the perfect kiss of malt sweetness that is then crushed by a spicy biting bitterness which then flips to absolutely dry clean finish."
2560,OAKED Arrogant Bastard Ale,4.0,
2561,OAKED Arrogant Bastard Ale,3.99,
2562,OAKED Arrogant Bastard Ale,3.75,
2563,OAKED Arrogant Bastard Ale,3.95,"12 fl. oz. bottle, thanks to my son Steinar. ABV is 7.2%. Cloudy dark brown colour, big and creamy tan head. Very nice aroma of fruity American hops and oak, blackcurrants, marmelade, some vinous notes too. The mouthfeel is first soft and creamy and the flavour is first fruity smooth and alluring, then a treacherous and distinct hoppy bitterness sets in, accompanied by oaky and smoky notes. Very bitter aftertaste. An ""arrogant"" beer, perhaps - but not quite as arrogant as I feared. I am worthy!"
2564,OAKED Arrogant Bastard Ale,4.63,
2565,OAKED Arrogant Bastard Ale,3.0,
2566,OAKED Arrogant Bastard Ale,4.08,
2567,OAKED Arrogant Bastard Ale,5.0,
2568,OAKED Arrogant Bastard Ale,4.25,
2569,OAKED Arrogant Bastard Ale,4.0,
2570,OAKED Arrogant Bastard Ale,4.18,"Reviewed from notes.

Pours a reddish brown from the 22 ounce bottle, excellent clarity. Off white, foamy head that was generous and lasted for a time before reducing to a nice, foamy cap.

The smell is not as aggressive as anticipated. I get a sweet impression - caramel/toffee and sweet dark fruits - raisin/fig maybe date. There's enough resinous pine to give a promise of a hefty bitterness, but there are also softer floral notes, an earthiness, a very slight citrus zest. The malts weigh in with biscuits and toast. Spicy like cloves.

The taste delivers on what's promised by the smell. Caramel and toffee lead followed by sweet dark fruit. This rides on the back of the toast and biscuit flavors. Then other flavors come along - a woodiness from the oak, floral, earthy, definite citrus zest resembling orange, and big but not unpleasant sharp bitterness. No sign of the ABV whatsoever. While it could be jagged, everything comes together for a smooth experience.

Everything lingers into the aftertaste. It's got a nice, sticky feel without being overly cloying. Carbonation seems medium and appropriate for this beer. Smooth and creamy. Oddly the beer ""feels good"".

Overall, this was a smooth-drinking flavor bomb. Layered and integrated very nicely even with the substantial kick of bitterness. Well done."
2571,OAKED Arrogant Bastard Ale,4.16,
2572,OAKED Arrogant Bastard Ale,4.43,
2573,OAKED Arrogant Bastard Ale,4.0,
2574,OAKED Arrogant Bastard Ale,4.1,
2575,OAKED Arrogant Bastard Ale,4.26,
2576,OAKED Arrogant Bastard Ale,4.18,
2577,OAKED Arrogant Bastard Ale,4.0,
2578,OAKED Arrogant Bastard Ale,4.26,
2579,OAKED Arrogant Bastard Ale,2.27,
2580,Trois Pistoles,3.84,
2581,Trois Pistoles,4.25,
2582,Trois Pistoles,4.38,
2583,Trois Pistoles,4.17,What a good looking pour on this one. Drank from a tulip glass. Liquid is almost stout like . It's so dark. Off-white foamy head whit thick lace on the glass. I'm thinking tis is a rum barrel aged brew. Feel is somewhat dryer than I care for or expected but I am enjoying it.
2584,Trois Pistoles,4.34,"Poured from 12oz bottle to a goblet glass. Look is dark brown with a tan head that falls to a thin cap. Lots of bubbles rising up to the top which you can see around the sides of the glass. Aroma includes dark bread, spices including black pepper, some dark fruits including raisin and plum. Taste is bold all the way through. Starts with spices like black pepper, clove; continues with brown bread, yeast, black cherry cola. Finish is spicy, fruity and lingers for a while. Feel is lighter side of medium a lively carbonation, nice. Overall, the alcohol is noticeable here. A good reminder to slow down. This is an excellent beer and would really hit the spot come winter as a slow sipper on a cold day."
2585,Trois Pistoles,4.24,
2586,Trois Pistoles,4.25,
2587,Trois Pistoles,4.2,
2588,Trois Pistoles,4.53,
2589,Trois Pistoles,4.79,
